Requested_species	Accession	Organism	Record_TaxID	Taxonomy_match	Extraction_method	Feature_type	Length	Description
Thlaspi perfoliatum	KU293757.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Es30B internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293758.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-10-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293759.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-10-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293760.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-10-Htp-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293761.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-10-Htp-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293762.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-10-Htp-4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293763.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-11-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293764.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-11-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293765.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-11-Al-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293766.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-11-Htp-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293767.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-11-Htp-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293768.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-2-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293769.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-2-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293770.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-2-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293771.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-4-10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293772.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-4-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293773.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-4-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293774.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-6-5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293775.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-6-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293776.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-6-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293777.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-6-Htp-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293778.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-7-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293779.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-7-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293780.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-7-9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293781.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-8-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293782.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-8-4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293783.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-8-Htp-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293784.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-8-Htp-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293785.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-9-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293786.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-9-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293787.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F-9-4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293788.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F81C internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293790.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F85 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293791.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F85B internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293792.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate F86 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293793.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Fr-BB3-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293794.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Fr-BB3-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293795.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Fr-BB3-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293796.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Fr-FB1-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293797.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Fr-FB1-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293798.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Fr-FB1-9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293799.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G-17-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293800.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G-17-4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293801.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G-19-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293802.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G-19-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293803.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G-19-4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293804.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G-22-5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293805.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G-22-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293806.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G-22-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293808.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G21_4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293809.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G21_5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293810.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate G39 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293811.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-1-4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293812.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-1-5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293813.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-1-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293814.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-11-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293815.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-11-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293816.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-11-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293817.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-12-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293818.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-12-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293819.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-26-2-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293820.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-26-2-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293821.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-26-2-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293822.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-3-10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293823.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-3-11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293824.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-3-12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293825.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-4-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293826.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-4-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293827.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-4-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293828.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-6-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293829.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-6-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293830.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-6-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293831.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate Gr-9-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293832.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-11-10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293833.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-11-12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293834.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-12-15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293835.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-12-16 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293836.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-12-17 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293837.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-12-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293838.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-12-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293839.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-12-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293840.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-13-10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293841.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-13-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293842.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-13-9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293843.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-14-10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293844.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-14-30 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293845.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-14-31 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
Thlaspi perfoliatum	KU293846.1	Microthlaspi perfoliatum	126278	NCBI_SYNONYM	EXACT_ANNOTATED_ITS2	misc_RNA	134	Microthlaspi perfoliatum isolate I-14-32 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
